"Case","Event","Activity","Timestamp","unixtime","Resource_Group","Resource","Resource_failure_rate","Resource_Anomaly.Normal","type_res_event","order","max","parameter_l","parameter","duration","type_res_case","type_res_len","type_res_trace","duration_prior","noeffect_len","resource_parameter_event","resource_parameter_case","is_trace_anomalous.resource.","variant_num"
"case_10003",69,"Activity A","1970-01-01 09:00:00",32400,"Resource_Group5","Resource_Group5_res_3",0.01,0,"",1,10,NA,NA,3600,"normal",NA,"",0,0,"","",0,"var_588"
"case_10003",70,"Activity B","1970-01-01 10:00:00",36000,"Resource_Group0","Resource_Group0_res_0",0.01,0,"",2,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10003",71,"Activity C","1970-01-01 11:00:00",39600,"Resource_Group3","Resource_Group3_res_0",0.01,0,"",3,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10003",72,"Activity D","1970-01-01 12:00:00",43200,"Resource_Group3","Resource_Group3_res_2",0.01,0,"",4,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10003",73,"Activity E","1970-01-01 13:00:00",46800,"Resource_Group7","Resource_Group7_res_2",0.01,0,"",5,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10003",74,"Activity G","1970-01-01 14:00:00",50400,"Resource_Group3","Resource_Group3_res_3",0.01,0,"",6,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10003",75,"Activity H","1970-01-01 15:00:00",54000,"Resource_Group5","Resource_Group5_res_3",0.01,0,"",7,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10003",76,"Activity I","1970-01-01 16:00:00",57600,"Resource_Group2","Resource_Group2_res_0",0.01,0,"",8,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10003",77,"Activity J","1970-01-01 17:00:00",61200,"Resource_Group4","Resource_Group4_res_4",0.01,0,"",9,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10003",78,"Activity F","1970-01-01 18:00:00",64800,"Resource_Group9","Resource_Group9_res_6",0.01,0,"",10,10,NA,NA,0,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10036",390,"Activity A","1970-01-01 09:00:00",32400,"Resource_Group5","Resource_Group5_res_1",0.01,0,"",1,10,NA,NA,3600,"normal",NA,"",0,0,"","",0,"var_588"
"case_10036",391,"Activity B","1970-01-01 10:00:00",36000,"Resource_Group0","Resource_Group0_res_0",0.01,0,"",2,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10036",392,"Activity C","1970-01-01 11:00:00",39600,"Resource_Group3","Resource_Group3_res_1",0.01,0,"",3,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10036",393,"Activity D","1970-01-01 12:00:00",43200,"Resource_Group3","Resource_Group3_res_2",0.01,0,"",4,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10036",394,"Activity E","1970-01-01 13:00:00",46800,"Resource_Group7","Resource_Group7_res_5",0.01,0,"",5,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10036",395,"Activity G","1970-01-01 14:00:00",50400,"Resource_Group3","Resource_Group3_res_0",0.01,0,"",6,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10036",396,"Activity H","1970-01-01 15:00:00",54000,"Resource_Group5","Resource_Group5_res_5",0.01,0,"",7,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10036",397,"Activity I","1970-01-01 16:00:00",57600,"Resource_Group2","Resource_Group2_res_2",0.01,0,"",8,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10036",398,"Activity J","1970-01-01 17:00:00",61200,"Resource_Group4","Resource_Group4_res_2",0.01,0,"",9,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10036",399,"Activity F","1970-01-01 18:00:00",64800,"Resource_Group9","Resource_Group9_res_6",0.01,0,"",10,10,NA,NA,0,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10039",417,"Activity A","1970-01-01 09:00:00",32400,"Resource_Group5","Resource_Group5_res_1",0.01,0,"",1,7,NA,NA,3600,"normal",NA,"",0,0,"","",0,"var_564"
"case_10039",418,"Activity B","1970-01-01 10:00:00",36000,"Resource_Group0","Resource_Group0_res_0",0.01,0,"",2,7,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_564"
"case_10039",419,"Activity C","1970-01-01 11:00:00",39600,"Resource_Group3","Resource_Group3_res_2",0.01,0,"",3,7,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_564"
"case_10039",420,"Activity D","1970-01-01 12:00:00",43200,"Resource_Group3","Resource_Group3_res_1",0.01,0,"",4,7,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_564"
"case_10039",421,"Activity E","1970-01-01 13:00:00",46800,"Resource_Group7","Resource_Group7_res_2",0.01,0,"",5,7,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_564"
"case_10039",422,"Activity T","1970-01-01 14:00:00",50400,"Resource_Group1","Resource_Group1_res_0",0.01,0,"",6,7,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_564"
"case_10039",423,"Activity F","1970-01-01 15:00:00",54000,"Resource_Group9","Resource_Group9_res_0",0.01,0,"",7,7,NA,NA,0,"normal",NA,"",3600,0,"","",0,"var_564"
"case_10040",434,"Activity A","1970-01-01 09:00:00",32400,"Resource_Group5","Resource_Group5_res_3",0.01,0,"",1,9,NA,NA,3600,"normal",NA,"",0,0,"","",0,"var_59"
"case_10040",435,"Activity B","1970-01-01 10:00:00",36000,"Resource_Group0","Resource_Group0_res_0",0.01,0,"",2,9,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_59"
"case_10040",436,"Activity C","1970-01-01 11:00:00",39600,"Resource_Group3","Resource_Group3_res_1",0.01,0,"",3,9,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_59"
"case_10040",437,"Activity D","1970-01-01 12:00:00",43200,"Resource_Group3","Resource_Group3_res_2",0.01,0,"",4,9,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_59"
"case_10040",438,"Activity E","1970-01-01 13:00:00",46800,"Resource_Group7","Resource_Group7_res_7",0.01,0,"",5,9,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_59"
"case_10040",439,"Activity K","1970-01-01 14:00:00",50400,"Resource_Group7","Resource_Group7_res_5",0.01,0,"",6,9,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_59"
"case_10040",440,"Activity Q","1970-01-01 15:00:00",54000,"Resource_Group7","Resource_Group7_res_6",0.01,0,"",7,9,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_59"
"case_10040",441,"Activity L","1970-01-01 16:00:00",57600,"Resource_Group6","Resource_Group6_res_3",0.01,0,"",8,9,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_59"
"case_10040",442,"Activity F","1970-01-01 17:00:00",61200,"Resource_Group9","Resource_Group9_res_5",0.01,0,"",9,9,NA,NA,0,"normal",NA,"",3600,0,"","",0,"var_59"
"case_10063",660,"Activity A","1970-01-01 09:00:00",32400,"Resource_Group5","Resource_Group5_res_0",0.01,0,"",1,10,NA,NA,3600,"normal",NA,"",0,0,"","",0,"var_588"
"case_10063",661,"Activity B","1970-01-01 10:00:00",36000,"Resource_Group0","Resource_Group0_res_0",0.01,0,"",2,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10063",662,"Activity C","1970-01-01 11:00:00",39600,"Resource_Group3","Resource_Group3_res_1",0.01,0,"",3,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10063",663,"Activity D","1970-01-01 12:00:00",43200,"Resource_Group3","Resource_Group3_res_1",0.01,0,"",4,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10063",664,"Activity E","1970-01-01 13:00:00",46800,"Resource_Group7","Resource_Group7_res_2",0.01,0,"",5,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10063",665,"Activity G","1970-01-01 14:00:00",50400,"Resource_Group3","Resource_Group3_res_3",0.01,0,"",6,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10063",666,"Activity H","1970-01-01 15:00:00",54000,"Resource_Group5","Resource_Group5_res_0",0.01,0,"",7,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10063",667,"Activity I","1970-01-01 16:00:00",57600,"Resource_Group2","Resource_Group2_res_1",0.01,0,"",8,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10063",668,"Activity J","1970-01-01 17:00:00",61200,"Resource_Group4","Resource_Group4_res_0",0.01,0,"",9,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10063",669,"Activity F","1970-01-01 18:00:00",64800,"Resource_Group9","Resource_Group9_res_8",0.01,0,"",10,10,NA,NA,0,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10079",812,"Activity A","1970-01-01 09:00:00",32400,"Resource_Group5","Resource_Group5_res_5",0.01,0,"",1,10,NA,NA,3600,"normal",NA,"",0,0,"","",0,"var_588"
"case_10079",813,"Activity B","1970-01-01 10:00:00",36000,"Resource_Group0","Resource_Group0_res_0",0.01,0,"",2,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10079",814,"Activity C","1970-01-01 11:00:00",39600,"Resource_Group3","Resource_Group3_res_0",0.01,0,"",3,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10079",815,"Activity D","1970-01-01 12:00:00",43200,"Resource_Group3","Resource_Group3_res_2",0.01,0,"",4,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10079",816,"Activity E","1970-01-01 13:00:00",46800,"Resource_Group7","Resource_Group7_res_6",0.01,0,"",5,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10079",817,"Activity G","1970-01-01 14:00:00",50400,"Resource_Group3","Resource_Group3_res_2",0.01,0,"",6,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10079",818,"Activity H","1970-01-01 15:00:00",54000,"Resource_Group5","Resource_Group5_res_3",0.01,0,"",7,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10079",819,"Activity I","1970-01-01 16:00:00",57600,"Resource_Group2","Resource_Group2_res_1",0.01,0,"",8,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10079",820,"Activity J","1970-01-01 17:00:00",61200,"Resource_Group4","Resource_Group4_res_2",0.01,0,"",9,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10079",821,"Activity F","1970-01-01 18:00:00",64800,"Resource_Group9","Resource_Group9_res_2",0.01,0,"",10,10,NA,NA,0,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10080",832,"Activity A","1970-01-01 09:00:00",32400,"Resource_Group5","Resource_Group5_res_5",0.01,0,"",1,7,NA,NA,3600,"normal",NA,"",0,0,"","",0,"var_564"
"case_10080",833,"Activity B","1970-01-01 10:00:00",36000,"Resource_Group0","Resource_Group0_res_0",0.01,0,"",2,7,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_564"
"case_10080",834,"Activity C","1970-01-01 11:00:00",39600,"Resource_Group3","Resource_Group3_res_3",0.01,0,"",3,7,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_564"
"case_10080",835,"Activity D","1970-01-01 12:00:00",43200,"Resource_Group3","Resource_Group3_res_2",0.01,0,"",4,7,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_564"
"case_10080",836,"Activity E","1970-01-01 13:00:00",46800,"Resource_Group7","Resource_Group7_res_4",0.01,0,"",5,7,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_564"
"case_10080",837,"Activity T","1970-01-01 14:00:00",50400,"Resource_Group1","Resource_Group1_res_1",0.01,0,"",6,7,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_564"
"case_10080",838,"Activity F","1970-01-01 15:00:00",54000,"Resource_Group9","Resource_Group9_res_6",0.01,0,"",7,7,NA,NA,0,"normal",NA,"",3600,0,"","",0,"var_564"
"case_10096",984,"Activity A","1970-01-01 09:00:00",32400,"Resource_Group5","Resource_Group5_res_1",0.01,0,"",1,10,NA,NA,3600,"normal",NA,"",0,0,"","",0,"var_511"
"case_10096",985,"Activity B","1970-01-01 10:00:00",36000,"Resource_Group0","Resource_Group0_res_0",0.01,0,"",2,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_511"
"case_10096",986,"Activity C","1970-01-01 11:00:00",39600,"Resource_Group3","Resource_Group3_res_3",0.01,0,"",3,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_511"
"case_10096",987,"Activity D","1970-01-01 12:00:00",43200,"Resource_Group3","Resource_Group3_res_3",0.01,0,"",4,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_511"
"case_10096",988,"Activity E","1970-01-01 13:00:00",46800,"Resource_Group7","Resource_Group7_res_6",0.01,0,"",5,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_511"
"case_10096",989,"Activity K","1970-01-01 14:00:00",50400,"Resource_Group7","Resource_Group7_res_6",0.01,0,"",6,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_511"
"case_10096",990,"Activity M","1970-01-01 15:00:00",54000,"Resource_Group8","Resource_Group8_res_4",0.01,0,"",7,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_511"
"case_10096",991,"Activity N","1970-01-01 16:00:00",57600,"Resource_Group8","Resource_Group8_res_4",0.01,0,"",8,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_511"
"case_10096",992,"Activity L","1970-01-01 17:00:00",61200,"Resource_Group6","Resource_Group6_res_0",0.01,0,"",9,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_511"
"case_10096",993,"Activity F","1970-01-01 18:00:00",64800,"Resource_Group9","Resource_Group9_res_3",0.01,0,"",10,10,NA,NA,0,"normal",NA,"",3600,0,"","",0,"var_511"
"case_101",1021,"Activity A","1970-01-01 09:00:00",32400,"Resource_Group5","Resource_Group5_res_2",0.01,0,"",1,7,NA,NA,3600,"normal",NA,"",0,0,"","",0,"var_564"
"case_101",1022,"Activity B","1970-01-01 10:00:00",36000,"Resource_Group0","Resource_Group0_res_0",0.01,0,"",2,7,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_564"
"case_101",1023,"Activity C","1970-01-01 11:00:00",39600,"Resource_Group3","Resource_Group3_res_0",0.01,0,"",3,7,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_564"
"case_101",1024,"Activity D","1970-01-01 12:00:00",43200,"Resource_Group3","Resource_Group3_res_0",0.01,0,"",4,7,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_564"
"case_101",1025,"Activity E","1970-01-01 13:00:00",46800,"Resource_Group7","Resource_Group7_res_4",0.01,0,"",5,7,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_564"
"case_101",1026,"Activity T","1970-01-01 14:00:00",50400,"Resource_Group1","Resource_Group1_res_0",0.01,0,"",6,7,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_564"
"case_101",1027,"Activity F","1970-01-01 15:00:00",54000,"Resource_Group9","Resource_Group9_res_6",0.01,0,"",7,7,NA,NA,0,"normal",NA,"",3600,0,"","",0,"var_564"
"case_1011",1126,"Activity A","1970-01-01 09:00:00",32400,"Resource_Group5","Resource_Group5_res_3",0.01,0,"",1,10,NA,NA,3600,"normal",NA,"",0,0,"","",0,"var_588"
"case_1011",1127,"Activity B","1970-01-01 10:00:00",36000,"Resource_Group0","Resource_Group0_res_0",0.01,0,"",2,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_1011",1128,"Activity C","1970-01-01 11:00:00",39600,"Resource_Group3","Resource_Group3_res_0",0.01,0,"",3,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_1011",1129,"Activity D","1970-01-01 12:00:00",43200,"Resource_Group3","Resource_Group3_res_1",0.01,0,"",4,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_1011",1130,"Activity E","1970-01-01 13:00:00",46800,"Resource_Group7","Resource_Group7_res_5",0.01,0,"",5,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_1011",1131,"Activity G","1970-01-01 14:00:00",50400,"Resource_Group3","Resource_Group3_res_3",0.01,0,"",6,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_1011",1132,"Activity H","1970-01-01 15:00:00",54000,"Resource_Group5","Resource_Group5_res_1",0.01,0,"",7,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_1011",1133,"Activity I","1970-01-01 16:00:00",57600,"Resource_Group2","Resource_Group2_res_2",0.01,0,"",8,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_1011",1134,"Activity J","1970-01-01 17:00:00",61200,"Resource_Group4","Resource_Group4_res_4",0.01,0,"",9,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_1011",1135,"Activity F","1970-01-01 18:00:00",64800,"Resource_Group9","Resource_Group9_res_7",0.01,0,"",10,10,NA,NA,0,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10115",1182,"Activity A","1970-01-01 09:00:00",32400,"Resource_Group5","Resource_Group5_res_5",0.01,0,"",1,9,NA,NA,3600,"normal",NA,"",0,0,"","",0,"var_59"
"case_10115",1183,"Activity B","1970-01-01 10:00:00",36000,"Resource_Group0","Resource_Group0_res_0",0.01,0,"",2,9,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_59"
"case_10115",1184,"Activity C","1970-01-01 11:00:00",39600,"Resource_Group3","Resource_Group3_res_0",0.01,0,"",3,9,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_59"
"case_10115",1185,"Activity D","1970-01-01 12:00:00",43200,"Resource_Group3","Resource_Group3_res_1",0.01,0,"",4,9,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_59"
"case_10115",1186,"Activity E","1970-01-01 13:00:00",46800,"Resource_Group7","Resource_Group7_res_5",0.01,0,"",5,9,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_59"
"case_10115",1187,"Activity K","1970-01-01 14:00:00",50400,"Resource_Group7","Resource_Group7_res_1",0.01,0,"",6,9,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_59"
"case_10115",1188,"Activity Q","1970-01-01 15:00:00",54000,"Resource_Group7","Resource_Group7_res_3",0.01,0,"",7,9,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_59"
"case_10115",1189,"Activity L","1970-01-01 16:00:00",57600,"Resource_Group6","Resource_Group6_res_6",0.01,0,"",8,9,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_59"
"case_10115",1190,"Activity F","1970-01-01 17:00:00",61200,"Resource_Group9","Resource_Group9_res_8",0.01,0,"",9,9,NA,NA,0,"normal",NA,"",3600,0,"","",0,"var_59"
"case_10120",1238,"Activity A","1970-01-01 09:00:00",32400,"Resource_Group5","Resource_Group5_res_3",0.01,0,"",1,7,NA,NA,3600,"normal",NA,"",0,0,"","",0,"var_564"
"case_10120",1239,"Activity B","1970-01-01 10:00:00",36000,"Resource_Group0","Resource_Group0_res_0",0.01,0,"",2,7,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_564"
"case_10120",1240,"Activity C","1970-01-01 11:00:00",39600,"Resource_Group3","Resource_Group3_res_2",0.01,0,"",3,7,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_564"
"case_10120",1241,"Activity D","1970-01-01 12:00:00",43200,"Resource_Group3","Resource_Group3_res_2",0.01,0,"",4,7,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_564"
"case_10120",1242,"Activity E","1970-01-01 13:00:00",46800,"Resource_Group7","Resource_Group7_res_6",0.01,0,"",5,7,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_564"
"case_10120",1243,"Activity T","1970-01-01 14:00:00",50400,"Resource_Group1","Resource_Group1_res_1",0.01,0,"",6,7,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_564"
"case_10120",1244,"Activity F","1970-01-01 15:00:00",54000,"Resource_Group9","Resource_Group9_res_9",0.01,0,"",7,7,NA,NA,0,"normal",NA,"",3600,0,"","",0,"var_564"
"case_10137",1401,"Activity A","1970-01-01 09:00:00",32400,"Resource_Group5","Resource_Group5_res_3",0.01,0,"",1,10,NA,NA,3600,"normal",NA,"",0,0,"","",0,"var_588"
"case_10137",1402,"Activity B","1970-01-01 10:00:00",36000,"Resource_Group0","Resource_Group0_res_0",0.01,0,"",2,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10137",1403,"Activity C","1970-01-01 11:00:00",39600,"Resource_Group3","Resource_Group3_res_1",0.01,0,"",3,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10137",1404,"Activity D","1970-01-01 12:00:00",43200,"Resource_Group3","Resource_Group3_res_2",0.01,0,"",4,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10137",1405,"Activity E","1970-01-01 13:00:00",46800,"Resource_Group7","Resource_Group7_res_4",0.01,0,"",5,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10137",1406,"Activity G","1970-01-01 14:00:00",50400,"Resource_Group3","Resource_Group3_res_3",0.01,0,"",6,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10137",1407,"Activity H","1970-01-01 15:00:00",54000,"Resource_Group5","Resource_Group5_res_4",0.01,0,"",7,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10137",1408,"Activity I","1970-01-01 16:00:00",57600,"Resource_Group2","Resource_Group2_res_0",0.01,0,"",8,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10137",1409,"Activity J","1970-01-01 17:00:00",61200,"Resource_Group4","Resource_Group4_res_4",0.01,0,"",9,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10137",1410,"Activity F","1970-01-01 18:00:00",64800,"Resource_Group9","Resource_Group9_res_5",0.01,0,"",10,10,NA,NA,0,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10152",1543,"Activity A","1970-01-01 09:00:00",32400,"Resource_Group5","Resource_Group5_res_3",0.01,0,"",1,10,NA,NA,3600,"normal",NA,"",0,0,"","",0,"var_588"
"case_10152",1544,"Activity B","1970-01-01 10:00:00",36000,"Resource_Group0","Resource_Group0_res_0",0.01,0,"",2,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10152",1545,"Activity C","1970-01-01 11:00:00",39600,"Resource_Group3","Resource_Group3_res_3",0.01,0,"",3,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10152",1546,"Activity D","1970-01-01 12:00:00",43200,"Resource_Group3","Resource_Group3_res_0",0.01,0,"",4,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10152",1547,"Activity E","1970-01-01 13:00:00",46800,"Resource_Group7","Resource_Group7_res_2",0.01,0,"",5,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10152",1548,"Activity G","1970-01-01 14:00:00",50400,"Resource_Group3","Resource_Group3_res_2",0.01,0,"",6,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10152",1549,"Activity H","1970-01-01 15:00:00",54000,"Resource_Group5","Resource_Group5_res_1",0.01,0,"",7,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10152",1550,"Activity I","1970-01-01 16:00:00",57600,"Resource_Group2","Resource_Group2_res_1",0.01,0,"",8,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10152",1551,"Activity J","1970-01-01 17:00:00",61200,"Resource_Group4","Resource_Group4_res_4",0.01,0,"",9,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10152",1552,"Activity F","1970-01-01 18:00:00",64800,"Resource_Group9","Resource_Group9_res_6",0.01,0,"",10,10,NA,NA,0,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10158",1594,"Activity A","1970-01-01 09:00:00",32400,"Resource_Group5","Resource_Group5_res_3",0.01,0,"",1,10,NA,NA,3600,"normal",NA,"",0,0,"","",0,"var_588"
"case_10158",1595,"Activity B","1970-01-01 10:00:00",36000,"Resource_Group0","Resource_Group0_res_0",0.01,0,"",2,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10158",1596,"Activity C","1970-01-01 11:00:00",39600,"Resource_Group3","Resource_Group3_res_0",0.01,0,"",3,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10158",1597,"Activity D","1970-01-01 12:00:00",43200,"Resource_Group3","Resource_Group3_res_3",0.01,0,"",4,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
"case_10158",1598,"Activity E","1970-01-01 13:00:00",46800,"Resource_Group7","Resource_Group7_res_0",0.01,0,"",5,10,NA,NA,3600,"normal",NA,"",3600,0,"","",0,"var_588"
